review,rating,restaurant,type
"Although I'm not on a first name basis yet with the bartenders like some of my friends, I definitely frequent this place quite often. The drinks are good and whether you want a quick delicious app or a mouth watering innovative meal, MF   More",5,Marc Forgione,American restaurant
Rustic restaurant with some delicious heavy hearty main courses. They take pride in serving diners fresh farm-to-table ingredients. Service was excellent. We were a big group and were treated like royalty. Unpretentious atmosphere for a good time!,4,Marc Forgione,American restaurant
One of my favorite spots in the city,5,Marc Forgione,American restaurant
"Happy anniversary to me... I mean us!! This place was amazing! I can tell you the story from start to end but it really is just easier to say Go , go now asap lol My boyfriend for our 1 year told then it was our anniversary and they went above and beyond to make it so special definitely a night to remember!!",5,Marc Forgione,American restaurant
"Very good food. Small outdoor space, really great un summer especially since the street is very quiet. Selection of wine is nice and service is irreproachable. We had a good time and would definitively recommend this place.",5,Marc Forgione,American restaurant
Great meal in a memorable setting.,5,Marc Forgione,American restaurant
Some of the best food I've ever haf,5,Marc Forgione,American restaurant
Great food. The sommelier was very helpful. Would strongly recommend a visit.,5,Marc Forgione,American restaurant
"Owned and operated by Iron Chef Marc Forgione, this is probably one of the most underrated fine dining restaurants in NYC. The interior decor is rustic old school new York food, with tje juxtiposition of beautiful thoughtful plates that are   More",5,Marc Forgione,American restaurant
"Great spot in Tribeca. Menu is somewhat eclectic, but in a good way. Excellent atmosphere and superb service. Could use draft and craft beer selections. Everything is in bottles or cans. We had a great meal. Desserts were amazing.",4,Marc Forgione,American restaurant
Love this place.  Just a consistently good farm to table restaurant with creative preparation and   a great atmosphere.  Their signature chicken under a brick is a must have.  Quick tip - on the menu it is listed as for two but you can order it for just one.,5,Marc Forgione,American restaurant
Atmosphere is good. The food is a little bit salty.,4,Marc Forgione,American restaurant
This is my favorite restaurant in NYC. It is on the expensive side but the food is sublime and the service is fantastic - everyone who works here is enthusiastic and friendly. Absolutely worth it.,5,Marc Forgione,American restaurant
"Not to miss, great service and food",5,Marc Forgione,American restaurant
Food was amazing and service was great. Pretty pricey but I enjoyed it.,5,Marc Forgione,American restaurant
Absolutely great. Food was exquisite and the service was awesome,5,Marc Forgione,American restaurant
Good solid food nice atmosphere.  Met Marc and his father both are very kind and put alot of love into the restaurant.,4,Marc Forgione,American restaurant
"We had a late reservation and felt rushed by service, which was disinterested at best, the entire evening (they were not busy at the time). The food was fine, not exceptional.",2,Marc Forgione,American restaurant
"Superb food, subtle flavors, unexpected tastes that blend perfectly. Topped with outstanding service and very good wines by the glass. Highly recommended!",5,Marc Forgione,American restaurant
Food quality/service/cost are all in sync. Highly recommend.,5,Marc Forgione,American restaurant
"Nice evening, good food and good friends",4,Marc Forgione,American restaurant
When you enter you feel a very comforting ambiance. It is definitely a warm homie feeling. I'm very pleased with their menu and what they have to offer. Yes it is pricey but it is definitely worth the flavor the you will experience. I would   More,5,Marc Forgione,American restaurant
The brunch was terrific and the staff was very friendly! thanks,5,Marc Forgione,American restaurant
"Far and away the best real restaurant in NYC. Not pretentious, not froofy and filled with fakeness. Marc is the real deal. He's a chef that understands what is and what food could be. He has a fantastic pallet and his team works hard to   More",5,Marc Forgione,American restaurant
"The food and the service was top notch.  We had the Smokin' Peter's Point to start, followed by Chili Lobster with Texas toast, Snowdance Farms Chicken Under-a-Brick (for two); and finished with the smores. Throughout the meal our waiter   More",5,Marc Forgione,American restaurant
Can I give this place 200 stars?,5,Marc Forgione,American restaurant
"Nice setting, correct dish BUT far too expensive for the services and for the work of the dishes! Damage...",2,Marc Forgione,American restaurant
"Sensational.Amazing food quality, a flurry of insane flavors, delightful wine selection and, to top it off, impeccable service.An instant classic.",5,Marc Forgione,American restaurant
Truly some of the best food we have ever had. The halibut is exceptional,5,Marc Forgione,American restaurant
"One of my favorite restaurants in the entire city. You really cant go wrong with anything on the menu. If your on a date and want a dinner for two, HIGHLY recommend the chicken under a brick, with out a doubt the best chicken dish Ive had in my life.",5,Marc Forgione,American restaurant
"Let me start this by saying, weve dined at three Michelin Star restaurants and our fair share of dive bars so we love all spectrums of the food world.   More",5,Marc Forgione,American restaurant
Consistent changing menu with the season. Delicious food and an amazing staff. Sexy atmosphere for a romantic evening.,5,Marc Forgione,American restaurant
We arrived and they did not receive us saying that it was closed when their page appears until 10 p.m. In bad tast   More,1,Marc Forgione,American restaurant
One of the best ice creams Ive ever had. It was very creamy and light. Definitely a must try!!,5,Surreal Creamery,Ice cream shop
Lovely spot in the neighborhood to grab an ice cream with plenty of options.Friendly staff and excellent service.,5,Surreal Creamery,Ice cream shop
Let me start off by saying that Surreal Creamery is an absolute dream for anyone with a sweet tooth! This place has some of the most creative and delicious ice cream flavors I've ever tasted.   More,4,Surreal Creamery,Ice cream shop
"My first time here , a friend of mine introduced me to this place . I got the Nom Nom Cookie that was very good the pieces of cookies and the ice cream super delicious & my friend got the Chocolate Blackout and the Cocoa Puffs were soo good . Would definitely come again",5,Surreal Creamery,Ice cream shop
Love everything about this place. I got a mango slushee and passion fruit tea with boba . Both tasted perfect. ,5,Surreal Creamery,Ice cream shop
Two of my favorite things in one cup. The taro ice cream and Thai milk tea was to die for. Impressive serving and very delicious. I could literally have one everyday.,5,Surreal Creamery,Ice cream shop
"Kids love it, but the prices is outrageous. very sugary",4,Surreal Creamery,Ice cream shop
I had earl gray boba milk tea and earl gray ice cream it is bit expensive but it was worth it,5,Surreal Creamery,Ice cream shop
"Delicious ice cream, well recommend    More",5,Surreal Creamery,Ice cream shop
"We got two drinks, one earl grey ice cream with brown sugar bubble tea, and Vietnamese ice cream with Thai iced bubble tea. Great value for money! Had two people ask where to get the drinks while walking down the next block",5,Surreal Creamery,Ice cream shop
"Lot of flavours, Yummi. big and good",4,Surreal Creamery,Ice cream shop
ice cream is cute but light on flavor. after a while it just tastes like nothing. and the service left something to be desired.  the two workers there were both taking clearly personal phone calls and left the registrar to someone who was not in uniform and did not speak english.,3,Surreal Creamery,Ice cream shop
Love this ice cream place more than Id like to admit. Great little date place :),5,Surreal Creamery,Ice cream shop
"Ive seen this place go viral, so gave it a shot to see if it was worth the hype. Got the Thai tea boba floatea topped with the Vietnamese coffee/early grey vanilla ice cream on top. Definitely a sugar overload if youre looking for one.   More",3,Surreal Creamery,Ice cream shop
"Got the cookie monster Mason jar and let me tell you...the pictures on the menu are no exaggeration- they actually are that big! Would definitely recommend getting just one for 2 people. The ice cream is super light and you can customize your toppings. Also, I loved that I got to keep the jar (+lid)!",5,Surreal Creamery,Ice cream shop
"This is more of a dessert spot than a bubble tea place, but they are wonderfully crafted! Besides the long lines (which does move quick) there really isnt too much to say about the bubble tea, its average. The looks are what youre paying for here.",4,Surreal Creamery,Ice cream shop
This spot is THEE spot for ice cream with a huge flare. Trust me you will not be dissapointed,5,Surreal Creamery,Ice cream shop
Very tasty and you get a lot for the price.,5,Surreal Creamery,Ice cream shop
"Myself and family love ice cream! While we was in New York we stopped at a popular ice cream spot Surreal Creamery! The atmosphere is warm and inviting, the staff is so nice and the ice cream is so good! I had the Taro bubble tea with Taro   More",5,Surreal Creamery,Ice cream shop
"Absolutely delicious!! Great ube, coffee, and Earl grey flavor. Expensive but VERY big portions so split with a friend",5,Surreal Creamery,Ice cream shop
"If you're looking for a unique ice cream experience, look no further than Surreal. This inventive ice cream place offers flavors like early gray and boba. The portions are generous, and the prices are reasonable, especially considering the   More",5,Surreal Creamery,Ice cream shop
"You get to keep the mason jars should you order one of those offeringsIf you overestimate how much you can eat, they have ways to cap the rest to take it home!",5,Surreal Creamery,Ice cream shop
Pretty good spot. May be a bit difficult to find. Mason jar ice-cream is good. So is the oreo chocolate brownie,4,Surreal Creamery,Ice cream shop
I had the brown sugar bubble tea with ice cream and honestly it was the worst dessert Ive ever had. I couldnt even finish half of it which was disappointing because it was more than $10. It could have just been the flavor I chose but I wouldnt recommend this place to anyone.,1,Surreal Creamery,Ice cream shop
Come hungry because you will want to eat it all! We got the Cookie Monster and fruit loops flavors and they were both yumm,5,Surreal Creamery,Ice cream shop
"Surreal creamery always has unquie flavors, smooth soft serve and delightful ice cream. They also serve great boba with various drink flavors. I always try to get they're matcha ice cream or Thai tea Boba. It's delicious!",5,Surreal Creamery,Ice cream shop
"Very good, portions are huge! If you're getting ice cream, make sure you're in the mood to eat ice cream and eat it fast! It melts quickly. So good though!",5,Surreal Creamery,Ice cream shop
"They accomodated me, given my nut allergy, when I told them about it. The custom mason jar ice-cream special that I ordered was delicious. I highly recommend this place!",5,Surreal Creamery,Ice cream shop
Absolutely love how customizable this place is! They give you so many options with lots of interesting flavors to choose from. I love variety so I thought it was so cool how you could get Earl Gray/Vietnamese Coffee swirl AS WELL AS   More,4,Surreal Creamery,Ice cream shop
"Big portions, lots of flavors but the flavors were pretty weak, especially the matcha and earl grey. The Vietnamese coffee had more strong flavors, which overpowered the rest. The texture was creamy, personally I prefer more soft rather than fudgy texture for my softserves.",3,Surreal Creamery,Ice cream shop
Ice cream was awesome and employees nice and friendly,5,Surreal Creamery,Ice cream shop
"Amazing ice cream! Delicious, huge serving sizes, and great consistency!",5,Surreal Creamery,Ice cream shop
"This place was so yummy. I got a Mason jar for about $10.50. I created my own flavor. I did the taro and matcha ice cream mix and chose 4 extras to add, which is included. I added caramel, biscoff cookies, fruity pebbles and teddy graham's.   More",5,Surreal Creamery,Ice cream shop
"Fantastic ice cream! Big thank you to the staff member that helped us understand the menu, try a few things and pick the right one! If you get the monster cookie prepare for your teeth to have a blue tinge.",5,Surreal Creamery,Ice cream shop
"Decadent! This was my first ice cream in many months and Surreal was worth the wait. The chocolate lovers was soothing and surreal indeed. The combination of hard ice cream, cookies, and soft ice cream hit the spot. I also was impressed by their take home container which is a true Mason Jar! Bravo!",5,Surreal Creamery,Ice cream shop
Nice place for good time with friends and family ,5,Surreal Creamery,Ice cream shop
Delicious soft serve ice cream! May be a bit pricey but you get a huge amount of ice cream.,5,Surreal Creamery,Ice cream shop
Genuinely considered moving to NYC when I tried the brown sugar boba with earl grey ice cream.,5,Surreal Creamery,Ice cream shop
Huge serving for at least 2 people.Ordered custom floatea - thai tea with boba + mango jelly & earl grey ice cream.   More,5,Surreal Creamery,Ice cream shop
Delicious  I am a n!ght owl: their L8 closing. At 00:30 there's plenty of  st parking. & there R still cute girls coming in  ,5,Surreal Creamery,Ice cream shop
Amazing unique food of icecream with boba :) float-teas are creative!,5,Surreal Creamery,Ice cream shop
"Highly recommend getting to share! I didn't do my research and mistook the portions. They were generous enough to allow for testers before buying, so if unsure do that first. Even the tester probably would've suffice my sweet cravings   More",4,Surreal Creamery,Ice cream shop
"Place is truly bomb. Unique presentation and flavors, fun atmosphere and music.",5,Surreal Creamery,Ice cream shop
Came here on a Saturday night around 8pm and there was no line. Ordered cookie monster but I would not recommend this flavor. Did not taste like anything except blue colored sweet soft serve. Yes the portion is big but it also cost twice as   More,3,Surreal Creamery,Ice cream shop
"Delicious ice cream and tons of toppings to choose from. There was a big jar - which you get to keep - and it was filled with ice cream, and they wouldn't do it as they would in the cheap ice cream places with the toppings where they just   More",5,Surreal Creamery,Ice cream shop
"This place is amazing for boba and ice cream! If you opt for the ice cream in Mason jars, you get to keep the jar as well. The ice cream is also really flavorful and creamy. The portions are generous and more than likely you may not be able   More",5,Surreal Creamery,Ice cream shop
I got a matcha green tea with taro and matcha ice cream twist flotea. It was very good.   More,5,Surreal Creamery,Ice cream shop
Unique flavors as well as the classics. Staff were friendly!,4,Surreal Creamery,Ice cream shop
"Surreal CreameryAlways has a line out the door for a reason!! We tried the NOM NOM Cookie and the strawberry almond swirl, both were DELISH.   More",5,Surreal Creamery,Ice cream shop
"First time there ,I even got a sample to tryI took the matcha and Taro bubble tea ice creamOmG will definitely go back ... and the severs are very nice",5,Surreal Creamery,Ice cream shop
Some of the best ice cream I have ever had! Absolutely recommend the know your roots it was 10/10! Will be stopping back here for sure,5,Surreal Creamery,Ice cream shop
Went here for the first time the fat girl in me is happy and will be a repeat customer! NO DIET HERE,5,Surreal Creamery,Ice cream shop
"One of my favorite dessert place in NYC. This place has the best TARO be it a mason jar, floatea or milkshake.",5,Surreal Creamery,Ice cream shop
"Eating with your eyes? this is the place, every order is decorated uniquely! The staff was very pleasant, and helpful to explain their different options.The reason giving a 4 star is because I found the taste of the ones I order to   More",4,Surreal Creamery,Ice cream shop
The customer service in this place fantastic. I am so sorry that I did not get the young lady in the photo below was exceptional.,5,Surreal Creamery,Ice cream shop
The ice-cream here is awesome. Came all the way from Miami to try it. It was worth it.,5,Surreal Creamery,Ice cream shop
Delicious and definitely worth the wait. The line was long but moved very quickly!,4,Surreal Creamery,Ice cream shop
The March ice cream with the caramel with the lucky charms was absolutely amazing!!,5,Surreal Creamery,Ice cream shop
Not bad. Pretty much a soft serve place. They have too much junk everywhere in the public space.,4,Surreal Creamery,Ice cream shop
Big portions and amazing ice cream.,5,Surreal Creamery,Ice cream shop
Delicious creamy and a lot of ice-creamMason jar love it and they give you the top to reuse it,5,Surreal Creamery,Ice cream shop
"Boba and ice cream, such a great combo! Definitely perfect for those with a sweet tooth. Portion is great for the price. One is enough to be shared between two people.",4,Surreal Creamery,Ice cream shop
Cashier seems like the owner greets u very well than forgets about u after the payment ice cream and bubble tea both were delicious they should also introduce smaller sizes,3,Surreal Creamery,Ice cream shop
This is the best soft serve we've ever had. We were so happy. I got the Monster Cookie which was blue like Cookie Monster. And the staff was super nice.,5,Surreal Creamery,Ice cream shop
Literally the best ice cream I've ever had and amazing service,5,Surreal Creamery,Ice cream shop
"This place gets a 5/5 just for presentation itself! If you love ice cream and you also love boba, this is the best of both worlds.   More",5,Surreal Creamery,Ice cream shop
My favorite ice cream spot in the city!Love their mason jars and their bubble tea!Very reasonable also!Presentation is always 100%,5,Surreal Creamery,Ice cream shop
"Excellent ice cream options with friendly, fun staff.",5,Surreal Creamery,Ice cream shop
Awesome with lots of options.  Staff were very helpful in recommending products.   More,5,Surreal Creamery,Ice cream shop
Good flavor.....too much ice cream for,3,Surreal Creamery,Ice cream shop
Amazing! Absolutely delicious! I had the brown sugar ice cream it was a unique flavor both sweet but also light and refreshing.   More,5,Surreal Creamery,Ice cream shop
Ok place nothing diffrent just a nice glass mason jar .really need more flavors ice cream  ,3,Surreal Creamery,Ice cream shop
"All those pictures that you see of the mason jars, and the drinks, yeah its given to you just like that. After seeing this on Instagram, I had to check this place out. They have so many options for you to choose from. At this location, I   More",5,Surreal Creamery,Ice cream shop
Had the earl grey soft serve and it was delicious!,5,Surreal Creamery,Ice cream shop
"I ordered the ""Brown Sugar bubble tea earl grey vanilla ice cream"". My initial impression was the ice cream tasting great just from the scoop I tried. But as soon as I stepped out of the store, the ice cream started to immediately melt and   More",1,Surreal Creamery,Ice cream shop
"This is one of the smoothest Ice Creams I have ever tasted.  Their eclectic Mason Jar Sundaes are a must.  Fair warning there is no place to sit inside, but it's worth the experience.",5,Surreal Creamery,Ice cream shop
I came here with my friends . We were able to taste test the earl grey and the taro flavored ice cream. The cashier was so kind and patient. I decided to get the Taro flavor. It was pretty good. I got the mason jar. It was a lot of   More,5,Surreal Creamery,Ice cream shop
"This is wear dreams are made! Not that easy to get to and kind of hard to spot, couldnt sit there back in 2021 due to covid but the drinks, floats, ice cream all made with love and such high delicious quality. Honestly so rich you can   More",5,Surreal Creamery,Ice cream shop
"Surreal delicious! Worth the calories!I took the Chocolate blackout and it was sooo good! If you already had food and just look for a little sweet snack as a cherry on the top, the mason jars are   More",5,Surreal Creamery,Ice cream shop
My friend recommended this place and finally I made it there! Got Taro Bubble Tea Matcha Taro Swirled Ice Cream. The portion is soooooo big and way too big for me to finish. The tea and ice cream is yummmm not too sweet which I like a lot.   More,5,Surreal Creamery,Ice cream shop
Greattt for price too definitely go service is greatttt,5,Surreal Creamery,Ice cream shop
"This dessert place is definitely one of my favorites in NYC, and I would definitely come more often if it werent for the incredibly long line every time at both locations. However, it was well worth it as you can get bubble tea+a generous   More",5,Surreal Creamery,Ice cream shop
"I came here with my family and bought 3 kids cups for my kids. The flavors were good, but not something out of the norm. We got the Chocolate Blackout, Nom Nom Cookie and Its My Birthday. The one who took care of us was very friendly, I appreciate good customer service. Overall, good place to stop by if youre near.",4,Surreal Creamery,Ice cream shop
Customer service is very poor. Cashier sat there on his phone after helping the customer before us. Didn't even greet us until we were right in front of him.Then he interrupted my husband to ask what a previous customer needed when she   More,1,Surreal Creamery,Ice cream shop
"The upside: the Taro Matcha drink is delicious. The downside: it's one size only. The rest of the confections were offered in different sizes. If anyone needs me, I'll be 3-5 business days recovering from my sugar coma.",5,Surreal Creamery,Ice cream shop
Literally the best tasting ice cream ever,5,Surreal Creamery,Ice cream shop
Awesome Cool Little place..I mean little and tight... But worth the line and cramming.. Cookie Monster Ice was Amazing and not over powering of sweet... Will come back..,5,Surreal Creamery,Ice cream shop
Very delicious! definitely highly recommended!,5,Surreal Creamery,Ice cream shop
Great ice cream! All the flavors and combinations make it a great sweet treat night time spot.,5,Surreal Creamery,Ice cream shop
"This place has great ice cream!  The items look just like the pictures online,  and they taste great!",5,Surreal Creamery,Ice cream shop
Love this place! The ice floats and the combination of ice cream boba is fantastic.I come here a least once a week lol   More,5,Surreal Creamery,Ice cream shop
"Absolute must try. Ive never seen anywhere else make ice cream from milk tea before. The combo is to die for if you like bubble tea! Just dont think about the calorie count and enjoy. At least this is worth it, I still am dreaming about it.",5,Surreal Creamery,Ice cream shop
The monster cookie ice cream was delicious as were all the toppings incorporated. The serving size was a little excessive and there was no seating to enjoy the mason jar.,4,Surreal Creamery,Ice cream shop
Awesome Ice Cream place in NYC. They got their signature combos and also make your own style ice creams.A must go place for their Ice Creams. Chocolate blackout and Nom Nom Cookie are my favorites. Im going here again when Im in NYC.,5,Surreal Creamery,Ice cream shop
The drinks here are soooooo good. Just take into account that they melt pretty fast in the summer and there is no where to sit down inside the restaurant (or anywhere outside).,4,Surreal Creamery,Ice cream shop
First time coming here and will definitely come back next time I'm in the city. Worth almost missing the train for.,5,Surreal Creamery,Ice cream shop
I enjoyed taking a trip here for some ice cream during our first night in Manhattan. I got a milkshake and my husband got the cute teddy graham ice cream! Very unique shop and we recommend it for anyone who has a sweet tooth!,5,Surreal Creamery,Ice cream shop
"Okay, the staff are really nice and friendly! But I didn't like their ice cream at all. First of all, it is very very huge - even more filling than an average meal i would say! I personally didn't like the taste of it either. Too sweet.. I actually could not finish my Thai Milk tea ice cream and I had to throw it out.",1,Surreal Creamery,Ice cream shop
Two things.High price even though the ice cream is more than enough  but will end up in the   More,2,Surreal Creamery,Ice cream shop
I LOVE THIS PLACE I get either taro or matcha at less ice and less sugar. Is so yummy. The  is HUGE and is delish. My dad always tries to steal some from me. ,5,Surreal Creamery,Ice cream shop
Best Ice cream Ive ever had. Nice combinations and unique flavors.,5,Surreal Creamery,Ice cream shop
Ice cream is so creamy and the portions are huge. The best thing on their menu is their simple vanilla milkshake with no sprinkles or add ins.,5,Surreal Creamery,Ice cream shop
This place is my to go place for boba and ice cream!Make sure you sign up for the stars because youll get a free boba if you purchase 5 of them!,5,Surreal Creamery,Ice cream shop
Hello public. First I want to say their Taro bubble tea ice cream shakes are very good. But the price has increased $3 since I started going. The price for an ice cream bubble tea has increased nearing $12.00. unfortunately that's my tap-out. I'm going to miss you. Not good.,4,Surreal Creamery,Ice cream shop
Wouldnt recc really because I felt it was a bit tasteless for having such a variety of flavors,2,Surreal Creamery,Ice cream shop
It was very sweet and the staff was super nice. The ice creams also looked exactly as advertised and tasted just as good.,5,Surreal Creamery,Ice cream shop
First time coming here and will definitely not be my last! Customer service was absolutely over the top.,5,Surreal Creamery,Ice cream shop
"Soft serve mixed with bubble tea! Or, get just one or the other",4,Surreal Creamery,Ice cream shop
"Great place. Get there early if youbdin't want to wait on the long kines it produces. It does move quickly though. Also, don't order anything you won't finish. The products are big and your stomach will hate you for it if you aren't ready. Take tums after.",4,Surreal Creamery,Ice cream shop
Looks as good as it tastes!  Looks of unique flavours good medley of Asian flavours and bubble tea.,5,Surreal Creamery,Ice cream shop
Great portion sized ice cream. I got the Taro swirl ice cream. I dont recommend however if your looking for a sweet treat to satisfy your sweet tooth. If you however dont really like sweets this is the perfect option!$9.75 was the price which is really affordable.,5,Surreal Creamery,Ice cream shop
Interesting combo of ice cream and bubble tea but nothing crazy in terms of taste,3,Surreal Creamery,Ice cream shop
really unique ice cream store! great service and delicious foodmason jars do not come with lids (we did not ask though),5,Surreal Creamery,Ice cream shop
So good!! The mason jar is the perfect amount to share,5,Surreal Creamery,Ice cream shop
"Pretty good, the chocolate in Mason jar was really good",4,Surreal Creamery,Ice cream shop
I like them milkshakes I like they open late I like them.,5,Surreal Creamery,Ice cream shop
"I have shown so many people these pictures and they want to drag me back there. I had a great experience there. I went with 2 others and we were stuffed. Ice cream was great, creamy and for the size, it is great to share. Only down side is   More",4,Surreal Creamery,Ice cream shop
"A big advantage to this spot is that they close at midnight so you can satisfy your sugar cravings or end a late dinner with dessert. I wasn't a big fan of the drink or boba as a topping, but the soft-serve was amazing.   More",4,Surreal Creamery,Ice cream shop
"This place is AMAZING! Ive never seen ice creams being transformed into so many things! Whenever I come into the City, I come here for their bubble tea. My favorite flavor is taro. You have to try this place out for ice cream and bubble tea!!!",5,Surreal Creamery,Ice cream shop
"Disproportionate size, chemicals and not tasty at all.",1,Surreal Creamery,Ice cream shop
They served me exactly what was depicted in the picture. I got the brown sugar boba tea ice cream and it tasted great!,5,Surreal Creamery,Ice cream shop
Delicious soft serve with an instagramble presentation. Large variety of options you don't find in your regular ice cream shop with huge portions and great selection of toppings. Be sure to the mason jar cap. Brooklyn blackout is my   More,5,Surreal Creamery,Ice cream shop
"Dont waste your time with the earl grey Vietnamese swirl - no earl gray flavor at all, overpowered by the Vietnamese coffee. I tried the taro matcha swirl at the Macdougal location and sorely missed that variation instead. Custom regular   More",4,Surreal Creamery,Ice cream shop
"The long line outside will probably make you not want to wait, but I promise you that its worth the wait. Enjoyed my order and the customer service was awesome.",5,Surreal Creamery,Ice cream shop
Great tasting icecream! We got the Monster Cookie one in a mason jar because WHY NOT?!   More,4,Surreal Creamery,Ice cream shop
Customer service is quick and the staff are friendly. I got the chocolate black out it was amazing but I wish they had crushed the Oreo inside instead of putting an entire one inside. No seating area.  Other than will come again. $,5,Surreal Creamery,Ice cream shop
"Got Thai iced tea with Vietnamese iced coffee ice-cream. I was hesitant to try this place for a long time because of the price point. But, after my fav food blogger posted positive review about them, I couldnt resist myself. And, I have to   More",5,Surreal Creamery,Ice cream shop
"Cute place, really good ice cream! (And they looked even cuter before they melted). ~$10 for the mason jar ice creams & you keep the jar.",5,Surreal Creamery,Ice cream shop
A must try!!! Had been waiting to try this for a long time and was very happy with the presentation and taste.The quantity is huge but wished if they came in smaller size as well,5,Surreal Creamery,Ice cream shop
Surreal is super cute and fun dessert shop!! They have the perfect combo of bubble tea and soft serve ice cream. Their floats are 10/10. Our go to flavors are the Vietnamese iced coffee or the Taro. Sometimes the line is long on warm days but its worth the wait!,5,Surreal Creamery,Ice cream shop
They didnt give me a lot of ice cream tho but it was so delicious ,4,Surreal Creamery,Ice cream shop
Ice cream was super creamy. Delicious. Large portions. Couldnt finish it before it all melted. Their matcha ice cream felt a bit weaker on the matcha taste. There was a line out the door but it went pretty quickly. Would def come back if in the area!,5,Surreal Creamery,Ice cream shop
Best dessert I've had in NYC by far,5,Surreal Creamery,Ice cream shop
"Super tasty earl grey ice cream, kind staff members, and a cool mason jar to keep! Will definitely return when I'm in the area",5,Surreal Creamery,Ice cream shop
One of the best Ice creams Ive ever had! Love that you get a mason cup with the store name one it. You can get one on the go with a lid but then you miss out on the swirl. Everything is fresh and just chief kiss amazing! Definitely coming back!,5,Surreal Creamery,Ice cream shop
The ice cream looked amazing and tasted great. Definitely will go back. The pictures says it all.,5,Surreal Creamery,Ice cream shop
Amazing amazing amazing!! Took my husband here since he loves ice cream and mason jars  so he absolutely loved the presentation. ,5,Surreal Creamery,Ice cream shop
Quick service and decent prices for ample dessert servings. We got the Nom nom cookie in a mason jar and it was pretty good.,5,Surreal Creamery,Ice cream shop
The place only has one worker ( at least when I went ) so shout-out to him. But the service was pretty fast surprisingly. I got the brown sugar boba with earl grey ice cream. The ice cream tasted good and the boba was soft but the brown   More,3,Surreal Creamery,Ice cream shop
Brown sugar boba with Earl grey vanilla ice cream was excellent,5,Surreal Creamery,Ice cream shop
Wow taste is super good here. We got the Monster Cookie and Cream Jar custom made. Flavor was awesome. I jar enough for 3 people even.,5,Surreal Creamery,Ice cream shop
"We stopped here to get some ice cream even though it was ridiculously cold. The ice cream was delicious and the staff were extremely pleasant and helpful. Because it was New York City of course, it was ridiculously high priced but what are you going to do? I recommend highly this ice cream place and it was delicious.",4,Surreal Creamery,Ice cream shop
For some odd reason me and my friend decided to come here when it was 15 degrees out lol. We werent disappointed! The ice cream was a 10/10 and it was a generous amount. Im not really a sweet-tooth person but we both enjoyed it. The workers were sweet as well. Would come back.,5,Surreal Creamery,Ice cream shop
The ice cream was delicious.The creaminess  mixed with different textures and flavors were excellent. 4 stars because they messed up 2 of the orders.,4,Surreal Creamery,Ice cream shop
I love this place great ice cream. Only reason why I'm giving it four stars.When you do an online order.They put a top on the container so you lose like 25% ice cream LOL,4,Surreal Creamery,Ice cream shop
"I don't know what it was about the ice cream, but my wife and I both felt sick afterwards.",2,Surreal Creamery,Ice cream shop
Amazing place get your sweet treats so delicious and price is reasonable.,5,Surreal Creamery,Ice cream shop
The base of your ice cream (milk) of poor qu   More,1,Surreal Creamery,Ice cream shop
"Dude, this place is so great. I got the earl gray ice cream with brown sugar boba and my girlfriend got the strawberry birthday mason jar thing. Earl gray might sound like its not meant for ice cream, but it was so rich and creamy and   More",5,Surreal Creamery,Ice cream shop
"Interesting take on ice cream, I had never heard of matcha but it was pretty good",5,Surreal Creamery,Ice cream shop
"Came here on a super cold night in New York - ordered the earl grey ice cream in a kids cup with 3 toppings. What a perfect size for a little pick me up. The earl grey vanilla ice cream is really flavorful, great presentation.",5,Surreal Creamery,Ice cream shop
"It's really good. I had nom nom cookie 1000/5. I would recommend if you go to New york even when it's mostly cold stop by surreal creamery, it's very close to if your going to the city and worth it",5,Surreal Creamery,Ice cream shop
"Very long wait for something that is only special because of the hype, in my opinion. Got the matcha one, tasted more like watery/ icy matcha. It had no real intense flavor or creamy consistency in the soft serve.Very disappointed.",1,Surreal Creamery,Ice cream shop
I finally got a chance to come down here (from seeing a TikTok ) It was well worth it and a great experience! We went for the viet/Thai and matcha/taro options. The coffee ice cream is strong but the Thai tea helps give it the sweeter taste. There are definitely many other options to try with the neat combinations they have. ,5,Surreal Creamery,Ice cream shop
Nom Nom Cookie - 4/10I personally find this spot to be overrated and overpriced. They give you a lot of icecream but it melts way too quickly and it turns into soup in a matter of   More,2,Surreal Creamery,Ice cream shop
tasted so good! I wanted again the next day !,5,Surreal Creamery,Ice cream shop
"Incredible ice cream. The Vietnamese coffee and Thai milk tea were delicious. We added tapioca pearls, chocolate cookie crumble, Oreo and sweetened condensed milk. Delivery was secure and fast",5,Surreal Creamery,Ice cream shop
"A boba float?!?!?!? The sorcery of it all blew me away and I remember thinking no way this can be good. Alas, the combination was SO GOOD. The group of me and four other nonbelievers all caved to try it and every single person was blown away. A must have if youve never thought this was a real thing!",5,Surreal Creamery,Ice cream shop
Good customer service and great ice cream,5,Surreal Creamery,Ice cream shop
I'm going Again & Again & Again ..so good,5,Surreal Creamery,Ice cream shop
"Delicious! My cousins and I decided to try this place out after we left for dinner. It was really good. Will definitely be coming back, would of liked them to have benches outside but with all thats going on it was very much in and out. Dont forget to ask for a lid if you order your Mason Jar.",5,Surreal Creamery,Ice cream shop
"When you want the best floateas, Surreal Creamery is the way to go. So good and filling.",5,Surreal Creamery,Ice cream shop
